relative_path,codec,profile,bit_depth,hdr,resolution,audio,duration,bitrate,fps,file_size
"Pulp Fiction (1994) [tmdbid-680]/Pulp Fiction (1994) - (Spanish English Subs) Hd 1080P x264-Aac By Geot.mkv",H264,High,8-bit,SDR,1080p,"AAC 5.1 (spa); AAC 5.1 (eng)",9297s,2304kbps,23.98,2.49 GB
"Queer (2024) [tmdbid-1059128]/Queer (2024) - (Spanish English Subs) WEB-DL 1080p x264-EAC3 by menciano-xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (spa); EAC3 5.1 (eng)",8244s,3896kbps,24.00,3.74 GB
"Rabos: El Musical (2023) [tmdbid-939997]/Rabos: El Musical (2023) - (Spanish English Subs) WEBRip 1080p x264-AC3 by canibales-xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"AC3 2.0 (spa); AC3 2.0 (eng)",4970s,2987kbps,25.00,1.73 GB
"Ralph rompe Internet (2018) [tmdbid-404368]/Ralph rompe Internet (2018) - by Okulto (Spanish Subs) BDrip 1080p x265-AC3 by Okulto.mkv",HEVC,Main 10,10-bit,SDR,1080p,"AC3 5.1 (spa)",6751s,2951kbps,23.98,2.32 GB
"Ratatouille (2007) [tmdbid-2062]/Ratatouille (2007) - (Spanish Catala English Subs) WEB-DL 1080p x264-EAC3 by LWTL (hispashare org & tevelliure).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (Català); EAC3 5.1 (English); EAC3 5.1 (Español)",6666s,5454kbps,23.98,4.23 GB
"Raya y el último dragón (2021) [tmdbid-527774]/Raya y el último dragón (2021) - (Spanish English Subs) WEB-DL 1080p x264-AC3 5 1.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (Castellano); AC3 5.1 (English)",6469s,5255kbps,23.98,3.96 GB
"Red (2022) [tmdbid-508947]/Red (2022) - (Spanish Catala English Subs) WEBDL 1080p x264-AC3.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (spa); EAC3 5.1 (Cast Eac3); AC3 5.1 (Catalan); EAC3 5.1 (English)",5999s,8875kbps,23.98,6.20 GB
"Red Rocket (2021) [tmdbid-763329]/Red Rocket (2021) - (Spanish English Spanishsub Englishsub) WEB-DL 1080p HEVC 10b-AC3 by byp58.mkv",HEVC,Main 10,10-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",7836s,3398kbps,23.98,3.10 GB
"Regreso al futuro (1985) [tmdbid-105]/Regreso al futuro (1985) - (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-AC3 EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"AC3 5.1 (Castellano); EAC3 5.1 (Ingles)",6962s,20651kbps,23.98,16.74 GB
"Regreso al futuro (1985) [tmdbid-105]/Regreso al futuro (1985) - (Spanish English Subs) UHDRip 2160p DV HDR10 AV1-DTS AC3 by peu7510 (hispashare org).mkv",AV1,Main,10-bit,Dolby Vision,4K,"AC3 5.1 (AC3 Ingles 5.1); DTS 5.1 (DTS Español)",6962s,16507kbps,23.98,13.38 GB
"Regreso al futuro II (1989) [tmdbid-165]/Regreso al futuro II (1989) - (Spanish English Subs) UHDRip 2160p DV HDR10 AV1-DTS AC3 by peu7510 (hispashare org).mkv",AV1,Main,10-bit,Dolby Vision,4K,"AC3 5.1 (AC3 Ingles 5.1); DTS 5.1 (DTS Español)",6483s,12320kbps,23.98,9.30 GB
"Regreso al futuro III (1990) [tmdbid-196]/Regreso al futuro III (1990) - (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-AC3 EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"AC3 5.1 (Castellano); EAC3 5.1 (Ingles)",7099s,22621kbps,23.98,18.70 GB
"Regreso al futuro III (1990) [tmdbid-196]/Regreso al futuro III (1990) - (Spanish English Subs) UHDRip 2160p DV HDR10 AV1-DTS AC3 by peu7510 (hispashare org).mkv",AV1,Main,10-bit,Dolby Vision,4K,"AC3 5.1 (Ingles AC3); DTS 5.1 (Español DTS)",7098s,12228kbps,23.98,10.10 GB
"Remember (2015) [tmdbid-302528]/Remember (2015) - (Spanish English Subs) HD 1080 x264-AC3-DTS by HDKnY.mkv",H264,High,8-bit,SDR,1080p,"AC3 2.0 (spa); DTS 5.1 (eng)",5662s,18384kbps,23.98,12.12 GB
"Réquiem por un sueño (2000) [tmdbid-641]/Réquiem por un sueño (2000) - Montaje del Director (Spanish English Subs) BDRip 1080p x264-AC3 by ProdigyO.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",6063s,6201kbps,23.98,4.38 GB
"Robot salvaje (2024) [tmdbid-1184918]/Robot salvaje (2024) - (Spanish English Subs) UHD 4K HDR HEVC 10b-AC3 by Geot (siemprehevc).mkv",HEVC,Main 10,10-bit,HDR10,4K,"AC3 5.1 (spa); AC3 5.1 (eng)",6107s,20920kbps,23.98,14.87 GB
"Rogue One: Una historia de Star Wars (2016) [tmdbid-330459]/Rogue One: Una historia de Star Wars (2016) - (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-AC3 EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"AC3 5.1 (Castellano); EAC3 5.1 (Ingles)",8037s,19620kbps,23.98,18.36 GB
"Saint Maud (2020) [tmdbid-575776]/Saint Maud (2020) - [1080p] [x265] [Esp-Eng].mkv",HEVC,Main,8-bit,SDR,1080p,"DTS 5.1 (Castellano DTS-HD MA 5.1 (BluRay)); AC3 5.1 (Castellano AC3 5.1); DTS 5.1 (Inglés DTS-HD.MA5.1 (Blu-Ray)); AC3 2.0 (Commentary with Writer / Director Rose Glass and Editor Mark Towns)",5068s,8889kbps,24.00,5.24 GB
"Sangre en los labios (2024) [tmdbid-948549]/Sangre en los labios (2024) - (Spanish English Subs) BDRip 1080p x264-AC3 by moonnight-xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"AAC 5.1 (stream 1); AC3 5.1 (spa)",6277s,3258kbps,23.98,2.38 GB
"Senderos de gloria (1957) [tmdbid-975]/Senderos de gloria (1957) - (Spanish English Subs) BDrip 1080p x264-AC3 by Marc27 (hispashare com).mkv",H264,High,8-bit,SDR,720p,"AC3 2.0 (Castellano AC3); AC3 1.0 (Ingles AC3)",5301s,7884kbps,23.98,4.87 GB
"Sesiones con el más allá (2024) [tmdbid-951029]/Sesiones con el más allá (2024) - (Spanish English Subs) WEBRip 1080p x264-AAC by theBOSS (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"AAC 2.0 (DD 2.0 @ 128kbps); AAC 2.0 (DD 2.0 @ 128kbps)",6050s,5005kbps,50.00,3.53 GB
"Showing Up (2023) [tmdbid-790416]/Showing Up (2023) - (Spanish English Subs) WEBRip 1080p x265-EAC3 by JJ.mkv",HEVC,Main 10,10-bit,SDR,1080p,"EAC3 5.1 (Castellano DD+ 5.1 @ 640 kbps); EAC3 5.1 (eng)",6427s,5538kbps,23.98,4.14 GB
"Sirāt (2025) [tmdbid-1151272]/Sirāt (2025) - (Spanish Subs) WEB-DL 1080p x264-EAC3 by xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (spa)",6586s,4093kbps,25.00,3.14 GB
"Sisu (2022) [tmdbid-840326]/Sisu (2022) - (Spanish English Subs) WEB-DL 1080p x264-EAC3 by Kowalski.mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (Castellano DD+ 5.1 @ 640 kb/s); EAC3 5.1 (Ingles DD+ 5.1 Atmos @ 768 kb/s)",5487s,10690kbps,23.98,6.83 GB
"Skin (2019) [tmdbid-542417]/Skin (2019) - (Spanish English Subs) BDrip 1080p x265-AC3 by Wally.mkv",HEVC,Main 10,10-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",7107s,3771kbps,23.98,3.12 GB
"Slice (2018) [tmdbid-347392]/Slice (2018) - (Spanish English Subs) BDRip 1080p x264-EAC3 by moonnight-xusman (nocturniap2p-exploradoresp2p).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (spa); EAC3 5.1 (qaa)",4772s,3118kbps,25.00,1.73 GB
"Slow West (2015) [tmdbid-223485]/Slow West (2015) - (Spanish English Subs) BDRip 1080p x264-AC3.mkv",H264,High,8-bit,SDR,720p,"AC3 5.1 ([www.newpct1.com]); AC3 5.1 ([www.newpct1.com])",5041s,6366kbps,23.98,3.74 GB
"Soldier (1998) [tmdbid-9425]/Soldier (1998) - (Spanish English Subs) BDrip 1080p x264-AC3 by mokesky.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (Castellano AC3 5.1 640 kb/s); AC3 5.1 (Inglés AC3 5.1 640 kb/s)",5865s,5696kbps,23.98,3.89 GB
"Son of a Gun (2014) [tmdbid-294652]/Son of a Gun (2014) - (Spanish English Subs) BDrip 1080 x264-AC3-DTS by KaNyO.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (Audio español); DTS 5.1 (Audio inglés)",6530s,11948kbps,24.00,9.08 GB
"Sonic 2: La película (2022) [tmdbid-675353]/Sonic 2: La película (2022) - (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"EAC3 5.1 (Castellano); EAC3 5.1 (Ingles)",7431s,24659kbps,23.98,21.33 GB
"Sonic 3: La película (2024) [tmdbid-939243]/Sonic 3: La película (2024) - (Spanish English Subs) WEB-DL 2160p Dolby Vision HDR x265-EAC3 EAC3 Dolby Atmos by Jonkar (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"EAC3 5.1 (spa); EAC3 5.1 (eng)",6746s,24980kbps,23.98,19.62 GB
"Sonic: La película (2020) [tmdbid-454626]/Sonic: La película (2020) - (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"EAC3 5.1 (Castellano); EAC3 5.1 (Ingles)",5935s,22042kbps,23.98,15.23 GB
"Soul (2020) [tmdbid-508442]/Soul (2020) - (Catala Spanish English Subs) WEBRip 1080p x264-EAC3 by Adrià-Kobasen97 (totsrucs).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (Català); EAC3 5.1 (Castellano); EAC3 5.1 (English)",6397s,7781kbps,23.98,5.79 GB
"Spider-Man: Cruzando el Multiverso (2023) [tmdbid-569094]/Spider-Man: Cruzando el Multiverso (2023) - (Spanish English Subs) WEB-DL 2160p x265 10Bit HDR-AC3 EAC3 (hispashare com).mkv",HEVC,Main 10,10-bit,HDR10,4K,"AC3 5.1 (Castellano); EAC3 5.1 (Ingles)",8406s,24881kbps,23.98,24.35 GB
"Spider-Man: Homecoming (2017) [tmdbid-315635]/Spider-Man: Homecoming (2017) - (Jon Watts) (2017) (Spanish English Subs) UHD 4K HEVC-AAC by Geot (Encoded).mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (Surround); AC3 5.1 (Surround)",8009s,3145kbps,23.98,2.93 GB
"Spider-Man: No Way Home (2021) [tmdbid-634649]/Spider-Man: No Way Home (2021) - UHD 4K HDR HEVC AC3 Dual Subs by Geot.mkv",HEVC,Main 10,10-bit,HDR10,4K,"AC3 5.1 (spa); AC3 5.1 (eng)",8891s,19654kbps,23.98,20.34 GB
"Spider-Man: un nuevo universo (2018) [tmdbid-324857]/Spider-Man: un nuevo universo (2018) - (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR10+-EAC3 (hispashare com).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"EAC3 5.1 (Castellano); EAC3 5.1 (Ingles)",7020s,20555kbps,23.98,16.80 GB
"Spring Breakers (2013) [tmdbid-122081]/Spring Breakers (2013) - (Spanish English Subs) BDRip 1080p x264-EAC3 by mokesky (hispashare com).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (spa); EAC3 5.1 (eng)",5651s,5695kbps,23.98,3.75 GB
"Star Wars: El ascenso de Skywalker (2019) [tmdbid-181812]/Star Wars: El ascenso de Skywalker (2019) - (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-AC3 EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"AC3 5.1 (Castellano); EAC3 7.1 (Ingles)",8513s,24201kbps,23.98,23.99 GB
"Star Wars: El despertar de la fuerza (2015) [tmdbid-140607]/Star Wars: El despertar de la fuerza (2015) - (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-AC3 EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"AC3 5.1 (Castellano); EAC3 7.1 (Ingles)",8287s,23836kbps,23.98,22.99 GB
"Star Wars: Los últimos Jedi (2017) [tmdbid-181808]/Star Wars: Los últimos Jedi (2017) - (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-AC3 EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"AC3 5.1 (Castellano); EAC3 7.1 (Ingles)",9112s,24078kbps,23.98,25.54 GB
"Starship Troopers: Las brigadas del espacio (1997) [tmdbid-563]/Starship Troopers: Las brigadas del espacio (1997) - (Spanish English Subs) BDrip 1080p x264-AC3 by mokesky (filibusteros com).mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (DD 5.1 @ 640 Kbps); AC3 5.1 (DD 5.1 @ 640 Kbps)",7778s,7025kbps,23.98,6.36 GB
"Super Mario Bros: La película (2023) [tmdbid-502356]/Super Mario Bros: La película (2023) - (Spanish Catala English Subs) BDRip 1080p x264-EAC3 by mokesky (hispashare com).mkv",H264,High,8-bit,SDR,1080p,"EAC3 7.1 (spa); EAC3 7.1 (cat); EAC3 5.1 (eng)",5545s,6649kbps,23.98,4.29 GB
"Superman (2025) [tmdbid-1061474]/Superman (2025) - (Spanish English Subs) WEBRip 1080p x264-EAC3 by Kowalski&xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (Castellano DD+ 5.1 @ 640 kb/s); EAC3 5.1 (Ingles DD+ 5.1 Atmos @ 768 kb/s)",7763s,3660kbps,23.98,3.31 GB
"Superman: Hijo rojo (2020) [tmdbid-618355]/Superman: Hijo rojo (2020) - (Spanish English Subs) BDRip 2160p HDR x265-EAC3 DTS-HD Master by Gambor (hispashare org).mkv",HEVC,Main 10,10-bit,HDR10,4K,"DTS 5.1 (DTS-HD MA 5.1); AC3 5.1 (spa)",5060s,12652kbps,23.98,7.45 GB
"Swiss Army Man (2016) [tmdbid-347031]/Swiss Army Man (2016) - [1080p] [x264] [Esp-Eng].mkv",H264,High,8-bit,SDR,1080p,"AC3 2.0 (spa); AC3 5.1 (eng)",5843s,5608kbps,23.98,3.81 GB
"Taron y el caldero mágico (1985) [tmdbid-10957]/Taron y el caldero mágico (1985) - (Spanish Subs) WEBRip 1080p x264-AC3.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (Esp AC3 5.1)",4805s,4161kbps,23.98,2.33 GB
"Tarzán (1999) [tmdbid-37135]/Tarzán (1999) - (Spanish English Subs) BDrip 1080p AV1-AC3 by Pionero.mkv",AV1,Main,10-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",5511s,3642kbps,23.98,2.34 GB
"Tarzán 2 (2005) [tmdbid-15657]/Tarzán 2 (2005) - [HDTV 1080p AVC Dual AC3 Sub] [GrupoHDS].mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (Castellano AC3 5.1); AC3 2.0 (Español latino 5.1); AC3 5.1 (Inglés AC3 5.1)",4093s,7163kbps,25.00,3.41 GB
"Tarzán y Jane (2002) [tmdbid-13683]/Tarzán y Jane (2002) - [WEB-DL DSN+ 1080p h264 Dual DD+ 5 1 Subs].mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (Castellano DD+ 5.1 @ 256 kbps); EAC3 5.1 (Ingles DD+ 5.1 @ 256 kbps)",4676s,8744kbps,23.98,4.76 GB
"Terminator (1984) [tmdbid-218]/Terminator (1984) - (Spanish English Subs) WEB-DL 2160p DoVi HDR10 x265-AC3 EAC3 by MadKnight.mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"AC3 5.1 (Terminator.1984.WEB-DL.2160p.HDR.DoI.MadKnight); EAC3 5.1 (Terminator.1984.WEB-DL.2160p.HDR.DoI.MadKnight)",6445s,21782kbps,23.98,16.34 GB
"Terminator 2: El juicio final (1991) [tmdbid-280]/Terminator 2: El juicio final (1991) - (Spanish English Subs) BDRip 2160p UHD HDR x265-AC3 AAC by JJ.mkv",HEVC,Main 10,10-bit,HDR10,4K,"AC3 5.1 (spa); AAC 5.1 (eng)",8246s,25971kbps,23.98,24.93 GB
"Terminator 3: La rebelión de las máquinas (2003) [tmdbid-296]/Terminator 3: La rebelión de las máquinas (2003) - [Remasterizada] (Spanish English Subs) UHDRip 2160p HDR x265-AC3 by JJ.mkv",HEVC,Main 10,10-bit,SDR,4K,"AC3 5.1 (Castellano DD 5.1); AC3 5.1 (Ingles DD 5.1)",6546s,17693kbps,23.98,13.48 GB
"Terminator Génesis (2015) [tmdbid-87101]/Terminator Génesis (2015) - (Spanish English Subs) Hd 1080P Hevc-Aac By Geot.mkv",HEVC,Main,8-bit,SDR,1080p,"AAC 5.1 (spa); AAC 5.1 (eng)",7543s,3697kbps,23.98,3.25 GB
"Terminator: Destino oscuro (2019) [tmdbid-290859]/Terminator: Destino oscuro (2019) - (Spanish English Subs) HD 1080p x264-AC3 by Geot.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",7687s,3371kbps,23.98,3.02 GB
"Terminator: Salvation (2009) [tmdbid-534]/Terminator: Salvation (2009) - (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-AC3 EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"AC3 5.1 (Castellano); EAC3 5.1 (Ingles)",6886s,19915kbps,23.98,15.97 GB
"The Bling Ring (2013) [tmdbid-96936]/The Bling Ring (2013) - (Spanish English Subs) HD 1080p x264-AC3 by Phenom (emulesonic com).mkv",H264,High,8-bit,SDR,1080p,"AC3 2.0 (spa); AC3 5.1 (eng)",5434s,3106kbps,23.98,1.96 GB
"The Brutalist (2024) [tmdbid-549509]/The Brutalist (2024) - (Spanish English Subs) BDRip 1080p x264-EAC3 by mokesky (hispashare org).mkv",H264,High,8-bit,SDR,720p,"EAC3 5.1 (Castellano DD+ 5.1 @ 640 kbps); EAC3 5.1 (Inglés DD+ 5.1 @ 640 kbps)",12037s,5616kbps,24.00,7.87 GB
"The Cloverfield Paradox (2018) [tmdbid-384521]/The Cloverfield Paradox (2018) - (Spanish English Subs) BDRip 1080p x264-AC3 by mokesky (hispashare com).mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",6109s,6002kbps,23.98,4.27 GB
"The Death of Dick Long (2019) [tmdbid-565383]/The Death of Dick Long (2019) - HDRip AC3 x264-CMRG [sharethefiles com].mkv",H264,High,8-bit,SDR,SD,"AC3 5.1 (eng)",6020s,1945kbps,23.98,1.36 GB
"The Disaster Artist (2017) [tmdbid-371638]/The Disaster Artist (2017) - (Spanish English Subs) HD 1080p x264-AC3 by Phenom.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",6231s,8780kbps,23.98,6.37 GB
"The Fall: El sueño de Alexandria (2006) [tmdbid-14784]/The Fall: El sueño de Alexandria (2006) - (Spanish English Subs) BDRip 1080p x265-AC3 DTS by FKND.mkv",HEVC,Main 10,10-bit,SDR,1080p,"AC3 5.1 (Castellano AC3 640kbps); DTS 5.1 (English DTS 1536kbps); AAC 2.0 (Commentary by director/producer Tarsem); AAC 2.0 (Commentary by actor Lee Pace, co-writer/co-producer Nico Soultanakis, and co-writer Dan Gilroy)",7029s,8315kbps,23.98,6.80 GB
"The Farewell (2019) [tmdbid-565310]/The Farewell (2019) - (Spanish English Subs) BDRip 1080p x265-AC3 (hispashare com).mkv",HEVC,Main 10,10-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",6015s,6908kbps,23.98,4.84 GB
"The Florida Project (2017) [tmdbid-394117]/The Florida Project (2017) - (Spanish English Subs) MicroHD 1080p x264-AC3.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",6697s,6182kbps,23.98,4.82 GB
"The Front Room (2024) [tmdbid-1016848]/The Front Room (2024) - 1080p WEB-DL DDP5 1 Atmos H 264-FLUX.mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (eng)",5659s,10797kbps,23.98,7.11 GB
"The Humans (2021) [tmdbid-588367]/The Humans (2021) - (Spanish English Subs) WEB-DL 1080p x264-AAC by Geot.mkv",H264,High,8-bit,SDR,1080p,"AAC 5.1 (spa); AAC 5.1 (eng)",6398s,5013kbps,23.98,3.73 GB
"The Lovers (2017) [tmdbid-426253]/The Lovers (2017) - (Spanish) BDrip XviD-AC3.avi",MPEG4,Advanced Simple Profile,8-bit,SDR,SD,"AC3 5.1 (stream 1)",5856s,2540kbps,23.98,1.73 GB
"The Rover (2014) [tmdbid-157845]/The Rover (2014) - (Spanish English Subs) BDRip 1080p x264-AC3 by mokesky (hispashare com).mkv",H264,High,8-bit,SDR,1080p,"AC3 2.0 (spa); AC3 5.1 (eng)",6173s,4373kbps,23.98,3.14 GB
"The Souvenir: Part II (2021) [tmdbid-473021]/The Souvenir: Part II (2021) - VOSE.mp4",H264,Main,8-bit,SDR,480p,"AAC 2.0 (eng)",6436s,2091kbps,23.98,1.57 GB
"Tiana y el sapo (2009) [tmdbid-10198]/Tiana y el sapo (2009) - (Spanish English Subs) BDrip 1080p x264-AC3 by axis.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (español); AC3 5.1 (english)",5848s,2169kbps,23.98,1.48 GB
"Tod y Toby (1981) [tmdbid-10948]/Tod y Toby (1981) - (Latino English Subs) BDRip 1080p x264-AC3 (newpct1).mkv",H264,High,8-bit,SDR,720p,"AC3 5.1 (Español latino); AC3 5.1 (English)",4981s,4771kbps,23.98,2.77 GB
"Toda una vida en un año (2020) [tmdbid-447362]/Toda una vida en un año (2020) - (Spanish English Subs) WEBRip 1080p x264-AC3 by xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"AC3 2.0 (stream 1)",6456s,2693kbps,23.98,2.02 GB
"Todo a la vez en todas partes (2022) [tmdbid-545611]/Todo a la vez en todas partes (2022) - [4K 2160 HEVC h265 Opus 5 1 (spa, eng) subs].mkv",HEVC,Main,8-bit,HDR10,4K,"OPUS 5.1 (Español); OPUS 5.1 (Inglés)",8359s,5099kbps,23.98,4.96 GB
"Toy Story (1995) [tmdbid-862]/Toy Story (1995) - (Spanish English Subs) BDrip 1080p x264-AC3 by axis.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (español); AC3 5.1 (english)",4888s,2638kbps,23.98,1.50 GB
"Toy Story 2 (1999) [tmdbid-863]/Toy Story 2 (1999) - (Spanish English Subs) BDrip 1080p x264-AC3 by axis.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (español); AC3 5.1 (english)",5895s,2416kbps,23.98,1.66 GB
"Toy Story 3 (2010) [tmdbid-10193]/Toy Story 3 (2010) - (Spanish Subs) BDRip 1080p x264-DTS by toni32.mkv",H264,High,8-bit,SDR,1080p,"DTS 5.1 (Castellano DTS 5.1 [www.newpct.com][toni32])",6183s,9534kbps,23.98,6.86 GB
"Toy Story 4 (2019) [tmdbid-301528]/Toy Story 4 (2019) - 1080p MicroHD x265 10bit ESP ING AAC) (Spanish English Subs) BDrip 1080p x265-AAC.mkv",HEVC,Main 10,10-bit,SDR,1080p,"AAC 5.1 (spa); AAC 5.1 (eng)",6007s,2789kbps,23.98,1.95 GB
"TRON: Ares (2025) [tmdbid-533533]/TRON: Ares (2025) - (Spanish English Subs) WEB-DL 2160p x265 10Bit Dolby Vision HDR-EAC3 EAC3ATMOS by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"EAC3 5.1 (Castellano); EAC3 5.1 (Ingles)",7198s,24964kbps,24.00,20.92 GB
"Tuesday (2024) [tmdbid-831395]/Tuesday (2024) - (Spanish English Subs) WEBRip 1080p x264-AC3 by xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"AAC 5.1 (stream 1); AC3 5.1 (spa)",6625s,3271kbps,23.98,2.52 GB
"Tusk (2014) [tmdbid-246403]/Tusk (2014) - HDx265-Spa+Ing+Sott 1920x800 105'.mkv",HEVC,Main,8-bit,SDR,1080p,"DTS 5.1 (Castellano DTS-HD MA 5.1); AC3 5.1 (Castellano AC-3 5.1); DTS 5.1 (Inglés DTS-HD MA 5.1); AC3 5.1 (Inglés AC-3 5.1)",6296s,7046kbps,23.98,5.16 GB
"Un hombre diferente (2024) [tmdbid-989662]/Un hombre diferente (2024) - (Spanish English Subs) Micro4K 2160p HDR x265-AC3 by CHINAKO (hispashare org).mkv",HEVC,Main 10,10-bit,HDR10,4K,"AC3 5.1 (spa); AC3 5.1 (eng)",6711s,6344kbps,23.98,4.96 GB
"Un momento en el tiempo (Waves) (2019) [tmdbid-533444]/Un momento en el tiempo (Waves) (2019) - (Spanish English Subs) HD 1080p HEVC 10b-AAC by Geot.mkv",HEVC,Main 10,10-bit,SDR,1080p,"AAC 2.0 (spa); AAC 5.1 (eng)",8146s,2426kbps,23.98,2.30 GB
"Una batalla tras otra (2025) [tmdbid-1054867]/Una batalla tras otra (2025) - (Spanish English Subs) WEB-DL 2160p x265 10Bit Dolby Vision HDR-EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"EAC3 5.1 (Castellano); EAC3 5.1 (Ingles)",9743s,15640kbps,23.98,17.74 GB
"Una casa llena de dinamita (2025) [tmdbid-1290159]/Una casa llena de dinamita (2025) - (Spanish English Subs) WEB-DL 1080p x264-EAC3 by scorpion-xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (spa); EAC3 5.1 (eng)",6904s,3326kbps,24.00,2.67 GB
"Una oración antes del amanecer (2018) [tmdbid-448776]/Una oración antes del amanecer (2018) - vo subs spa eng.mkv",HEVC,Main 10,10-bit,SDR,1080p,"AAC 5.1 (Inglés AAC 5.1)",7003s,5302kbps,23.98,4.32 GB
"Under the Skin (2014) [tmdbid-97370]/Under the Skin (2014) - -Esp Eng Subs) BDRip 1080p x264 AC3-2 0 DTS by (hispashare com (Spanish English Subs) BDRip 1080p x264-AC3 DTS by N01AH01 (hispashare com).mkv",H264,High,8-bit,SDR,1080p,"AC3 2.0 (Esp); DTS 5.1 (Eng DTS)",6496s,5622kbps,23.98,4.25 GB
"Until Dawn (2025) [tmdbid-1232546]/Until Dawn (2025) - (Spanish English Subs) WEB-DL 1080p x264-EAC3 EAC3 Atmos by Jonkar (hispashare org).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (spa); EAC3 5.1 (eng)",6204s,8066kbps,23.98,5.83 GB
"Up (2009) [tmdbid-14160]/Up (2009) - (Spanish English Subs) UHDRip x265-AC3 by Slower.mkv",HEVC,Main 10,10-bit,HDR10,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",5798s,4056kbps,23.98,2.74 GB
